GT Program,Type,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
"Intersection[Map(IsObject(Face), IsObject(Face), GetRight), Map(IsObject(Face), IsObject(Face), GetLeft)]",Edit,wedding,CCE,SmartLabel,TRUE,2.54017445910722,4.903713833075020,24,1,336,1350,9.659511472982980,1.1332020997375300,1,[4.649022375000641]
"Intersection[Smile, EyesOpen]",Search ,wedding,CCE,SmartLabel,TRUE,2.857382332906130,111.96706137503500,3295,18,336,1337,9.659511472982980,1.1332020997375300,14,"[8.21915924991481, 7.686336874961853, 7.305674791801721, 8.178655332885683, 9.612401999998838, 8.308845833875239, 3.744786374969408, 4.550588417099789, 5.695791458012536, 5.959629042074084, 10.052079082932323, 7.2783376660663635, 11.88723445800133, 12.028900708071887]"
"Intersection[IsObject(Face), Complement(Intersection[Smile, EyesOpen])]",Edit,wedding,CCE,SmartLabel,TRUE,3.0825471251737300,15.799818082945400,541,1,336,1348,9.659511472982980,1.1332020997375300,3,"[7.215996667044237, 7.691756875021383, 0.7085695420391858]"
"Intersection[Smile, EyesOpen, Complement(MouthOpen)]",Search,wedding,CCE,SmartLabel,TRUE,3.3274439161177700,16.19618587498550,233,3,336,1350,9.659511472982980,1.1332020997375300,1,[15.611137333093211]
"Union[Map(IsObject(Bride), IsObject(Face), GetAbove), Map(IsObject(Suit), IsObject(Face), GetAbove)]",Search,wedding,CCE,SmartLabel,TRUE,3.679387708893050,14.633869458921300,2766,1,336,1347,9.659511472982980,1.1332020997375300,4,"[8.597208125051111, 4.939971957821399, 0.6449465001933277, 0.33397762500680983]"
"Intersection[IsObject(Face), Complement(Smile)]",Edit,wedding,CCE,SmartLabel,TRUE,2.299574000062420,5.783992499811580,37,5,336,1350,9.659511472982980,1.1332020997375300,1,[4.893910374958068]
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",Search,wedding,CCE,SmartLabel,TRUE,2.583009834168480,14.751472542062400,47,1,336,1343,9.659511472982980,1.1332020997375300,8,"[6.542775666108355, 5.537881457945332, 0.3305270839482546, 0.3547032920178026, 0.36827895883470774, 0.4578089169226587, 0.49539787508547306, 0.5367247918620706]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",Edit,wedding,CCE,SmartLabel,TRUE,4.563328749965880,0.1849471249151980,1,1,336,1351,9.659511472982980,1.1332020997375300,0,[]
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",Edit,wedding,CCE,SmartLabel,TRUE,3.595305292168630,21.761016708100200,4776,1,336,1347,9.659511472982980,1.1332020997375300,4,"[8.47277120896615, 6.510476124938577, 6.291909541934729, 0.31939395796507597]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",Edit,wedding,CCE,SmartLabel,TRUE,3.113070667022840,11.060479166917500,254,5,336,1349,9.659511472982980,1.1332020997375300,2,"[9.126300665782765, 0.9791003749705851]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",Edit,wedding,CCE,SmartLabel,FAIL,2.2984847920015500,14.630123415961900,187,4,336,1349,9.659511472982980,1.1332020997375300,3,"[7.746887083165348, 5.790840416913852, 1.0920421660412103]"
"Union[IsObject(Car), IsObject(Bicycle)]",Search,cars,CCE,SmartLabel,TRUE,1.921854207990690,0.4830102080013600,5,1,116,615,15.217532467532500,1.1502403846153800,1,[0.44965895800851285]
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",Search,cars,CCE,SmartLabel,TRUE,2.7345401670318100,69.52820791606790,99,20,116,604,15.217532467532500,1.1502403846153800,12,"[8.24273595912382, 2.877253375016153, 2.2061115000396967, 2.2746807080693543, 2.7879531250800937, 2.4372259159572423, 2.4569632499478757, 7.609248124994338, 8.767078999895602, 8.768062167102471, 9.442899415967986, 9.591483416967094]"
"Map(IsObject(Car), IsObject(Face), GetContains)",Edit,cars,CCE,SmartLabel,TRUE,2.5463954999577300,20.471093707950800,2023,8,116,608,15.217532467532500,1.1502403846153800,8,"[4.59122854215093, 5.247518582968041, 3.297467540949583, 1.5049420839641243, 1.3812343329191208, 1.3481215829961002, 1.2425100421532989, 0.895553374895826]"
Complement(IsObject(Car)),Search,cars,CCE,SmartLabel,FAIL,12.503714417107400,13.75249558314680,1391,4,116,615,15.217532467532500,1.1502403846153800,1,[13.751121500041336]
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",Edit,cars,CCE,SmartLabel,TRUE,1.725406917044890,0.472122916020453,5,1,116,615,15.217532467532500,1.1502403846153800,1,[0.4265107500832528]
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",Edit,cars,CCE,SmartLabel,TRUE,3.3560452919919000,6.336902958806600,865,1,116,614,15.217532467532500,1.1502403846153800,2,"[4.351775290910155, 1.9138230420649052]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",Search,cars,CCE,SmartLabel,TRUE,2.803544708993290,17.84906629100440,2084,2,116,612,15.217532467532500,1.1502403846153800,4,"[5.1038096661213785, 4.675308290868998, 3.919133541872725, 3.9005568330176175]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",Search,cars,CCE,SmartLabel,TRUE,2.2082857091445500,8.175195415969940,304,1,116,612,15.217532467532500,1.1502403846153800,4,"[4.487223708070815, 2.0862237091641873, 1.1151480830740184, 0.41808929084800184]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",Edit,cars,CCE,SmartLabel,TRUE,3.111961542163040,10.453955166973200,472,1,116,612,15.217532467532500,1.1502403846153800,4,"[5.380603292025626, 4.066872833063826, 0.7634355409536511, 0.19485162501223385]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",Search,cars,CCE,SmartLabel,TRUE,2.4252888329792800,0.11744558392092600,1,1,116,616,15.217532467532500,1.1502403846153800,0,[]
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",Search,cars,CCE,SmartLabel,TRUE,3.1638195000123200,21.563694624928800,423,1,116,609,15.217532467532500,1.1502403846153800,7,"[3.5408617919310927, 3.5302362500224262, 3.601972792064771, 3.405645040795207, 3.5631205409299582, 3.6482844159472734, 0.1840944590512663]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",Search,cars,CCE,SmartLabel,TRUE,2.18250854103826,4.34144362504594,1799,1,116,615,15.217532467532500,1.1502403846153800,1,[4.277238708920777]
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",Edit,cars,CCE,SmartLabel,TRUE,2.469079458154740,18.031425582943500,1900,1,116,607,15.217532467532500,1.1502403846153800,9,"[5.149233374977484, 5.046200582990423, 3.8930934998206794, 1.4328130409121513, 0.2886884999461472, 0.5022133749444038, 0.5188015829771757, 0.47701649996452034, 0.6327825840562582]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",Search,cars,CCE,SmartLabel,TRUE,3.4879424581304200,13.197498375084300,1870,1,116,612,15.217532467532500,1.1502403846153800,4,"[5.1522929589264095, 4.06053370796144, 2.4464599578641355, 1.445686458144337]"
"Union[IsObject(Cat), IsObject(Face)]",Edit,cats,CCE,SmartLabel,TRUE,1.6600710421335000,4.272641541901980,5174,1,510,1058,2.4373232799246000,1.2250816993464100,3,"[2.891425458015874, 1.3159996250178665, 0.05775087489746511]"
"Union[IsObject(Cat), EyesOpen]",Search,cats,CCE,SmartLabel,TRUE,1.4035348750185200,8.028694290900600,5174,54,510,1057,2.4373232799246000,1.2250816993464100,4,"[3.2731940830126405, 1.3507869159802794, 1.3339393332134932, 1.381486917147413]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",Search,cats,CCE,SmartLabel,TRUE,1.4143964578397600,49.27356966608200,5174,1,510,1044,2.4373232799246000,1.2250816993464100,18,"[2.800653832964599, 1.8900864159222692, 1.7865820000879467, 2.033870833227411, 5.620857999892905, 2.1444589169695973, 2.129950625123456, 2.1101343331392854, 2.2383267080876976, 2.5879824578296393, 2.0637415831442922, 2.565147333079949, 2.7131085419096053, 2.7463528749067336, 2.7239811250474304, 2.889888459118083, 2.901750166201964, 5.310670624952763]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",Edit,cats,CCE,SmartLabel,TRUE,7.125407916028050,23.284496625186900,5294,1,510,1057,2.4373232799246000,1.2250816993464100,6,"[10.067450125003234, 3.2006881670095026, 3.2355286658275872, 2.875270124990493, 3.235138666117564, 0.6557888330426067]"
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",Edit,festival,CCE,SmartLabel,TRUE,4.847377416910600,245.42506450018800,1040,29,338,1514,13.528524590163900,1.1565137130801700,11,"[14.549479417037219, 8.57961729192175, 8.326359916944057, 8.138526250142604, 7.875191957922652, 8.039598457980901, 7.6480773750226945, 7.143537292024121, 49.1863614579197, 60.065112207783386, 59.64728299994022]"
"Union[IsObject(Guitar), Map(IsObject(Guitar), IsObject(Face), GetAbove)]",Search,festival,CCE,SmartLabel,TRUE,2.2205436672084000,10.393657665932600,55,2,338,1523,13.528524590163900,1.1565137130801700,2,"[9.785146167036146, 0.38649762491695583]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Guitar), IsObject(Face), GetAbove))]",Edit,festival,CCE,SmartLabel,TRUE,2.674937624949960,38.50395566714000,2146,1,338,1520,13.528524590163900,1.1565137130801700,5,"[8.752649208065122, 8.426014416851103, 9.59437824995257, 9.018872375134379, 2.5368995838798583]"
"Map(Union[IsObject(Glasses), Smile, EyesOpen], IsObject(Person), GetBelow)",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,12.45025512506250,19.609036625130100,1133,1,336,1348,9.659511472982980,1.1332020997375300,5,"[8.37980162515305, 8.490655250148848, 1.436813083011657, 0.622969166841358, 0.4877254997845739]"
"Union[Map(IsObject(Bride), IsObject(Face), GetRight), Map(IsObject(Bride), IsObject(Face), GetLeft)]",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,48.592467417009200,2.3730800841003700,14,1,336,1350,9.659511472982980,1.1332020997375300,1,[2.1985341659747064]
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetAbove)]",Search,wedding,CCE-NoAbs,SmartLabel,TRUE,144.78099183389000,0.6420107500161980,3,1,336,1350,9.659511472982980,1.1332020997375300,1,[0.5503224169369787]
"Map(IsObject(Face), IsObject(Face), GetAbove)",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,10.431726583978200,8.290571250021460,33,1,336,1349,9.659511472982980,1.1332020997375300,2,"[7.544594082981348, 0.6207672499585897]"
"Intersection[Complement(Smile), Map(IsObject(Face), IsObject(Face), GetAbove)]",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,16.362966417102100,0.6148059580009430,2,1,336,1350,9.659511472982980,1.1332020997375300,1,[0.4256842921022326]
"Intersection[Map(IsObject(Face), IsObject(Face), GetRight), Map(IsObject(Face), IsObject(Face), GetLeft)]",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,6.9527396250050500,4.799521124921740,24,1,336,1350,9.659511472982980,1.1332020997375300,1,[4.56675533298403]
"Intersection[Smile, EyesOpen]",Search ,wedding,CCE-NoAbs,SmartLabel,TRUE,3.0639572499785600,109.20399362477500,3295,18,336,1337,9.659511472982980,1.1332020997375300,14,"[8.043404249940068, 7.094401416135952, 6.627629792084917, 8.055061834165826, 8.908452833071351, 7.785087750060484, 3.729707541875541, 4.5261683750431985, 5.706740041030571, 5.828799499897286, 10.08038895810023, 7.383717832854018, 11.917981500038877, 12.15563749987632]"
"Intersection[IsObject(Face), Complement(Intersection[Smile, EyesOpen])]",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,100.74591195909300,16.164421249879500,541,1,336,1348,9.659511472982980,1.1332020997375300,3,"[7.406001624884084, 7.876093291910365, 0.7104641669429839]"
"Intersection[Smile, EyesOpen, Complement(MouthOpen)]",Search,wedding,CCE-NoAbs,SmartLabel,TRUE,110.53737999987800,15.810825957916700,233,3,336,1350,9.659511472982980,1.1332020997375300,1,[15.241530208149925]
"Union[Map(IsObject(Bride), IsObject(Face), GetAbove), Map(IsObject(Suit), IsObject(Face), GetAbove)]",Search,wedding,CCE-NoAbs,SmartLabel,TRUE,96.60849904199130,14.24732495797800,2766,1,336,1347,9.659511472982980,1.1332020997375300,4,"[8.359486624831334, 4.825271749868989, 0.6124551251996309, 0.3322640829719603]"
"Intersection[IsObject(Face), Complement(Smile)]",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,3.1518512920010800,5.672601290978490,37,5,336,1350,9.659511472982980,1.1332020997375300,1,[4.825276291929185]
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",Search,wedding,CCE-NoAbs,SmartLabel,TRUE,27.037600708194100,14.691324166953600,47,1,336,1343,9.659511472982980,1.1332020997375300,8,"[6.487985959043726, 5.487777499947697, 0.33311925013549626, 0.3562769580166787, 0.36743133305571973, 0.45461962511762977, 0.49985012505203485, 0.5577769170049578]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,85.08212166582230,0.1959490419831130,1,1,336,1351,9.659511472982980,1.1332020997375300,0,[]
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,21.864011999918100,23.205943832872400,4776,1,336,1347,9.659511472982980,1.1332020997375300,4,"[9.913101917132735, 6.611536665819585, 6.195082499878481, 0.31299570901319385]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",Edit,wedding,CCE-NoAbs,SmartLabel,TRUE,112.54623175016600,10.980417208978900,254,5,336,1349,9.659511472982980,1.1332020997375300,2,"[9.072149999905378, 0.9617910829838365]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",Edit,wedding,CCE-NoAbs,SmartLabel,FAIL,20.908444999950000,14.27397537487560,187,4,336,1349,9.659511472982980,1.1332020997375300,3,"[7.5456270419526845, 5.690477582858875, 1.0375614590011537]"
"Union[IsObject(Car), IsObject(Bicycle)]",Search,cars,CCE-NoAbs,SmartLabel,TRUE,1.2767937909811700,0.5114190829917790,5,1,116,615,15.217532467532500,1.1502403846153800,1,[0.4779141249600798]
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",Search,cars,CCE-NoAbs,SmartLabel,TRUE,61.41063212510200,65.36728537478480,99,20,116,604,15.217532467532500,1.1502403846153800,12,"[4.434682916849852, 2.7523814998567104, 2.250194791937247, 2.283426791895181, 2.7377996251452714, 2.3727653748355806, 2.4594080420210958, 7.587757166940719, 8.83734183292836, 8.816157625056803, 9.508077792124823, 9.350296500138938]"
"Map(IsObject(Car), IsObject(Face), GetContains)",Edit,cars,CCE-NoAbs,SmartLabel,TRUE,43.02752370899540,20.49366950010880,2023,8,116,608,15.217532467532500,1.1502403846153800,8,"[4.65371416695416, 5.169371374882758, 3.32022741693072, 1.5078601250424981, 1.3646333750803024, 1.3822701671160758, 1.2393686671275645, 0.8921638750471175]"
Complement(IsObject(Car)),Search,cars,CCE-NoAbs,SmartLabel,FAIL,230.74448933405800,11.511660916963600,1391,4,116,615,15.217532467532500,1.1502403846153800,1,[11.510975458892062]
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",Edit,cars,CCE-NoAbs,SmartLabel,TRUE,2.4353060419671200,0.4072942908387630,5,1,116,615,15.217532467532500,1.1502403846153800,1,[0.36496504093520343]
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",Edit,cars,CCE-NoAbs,SmartLabel,TRUE,81.6766845418606,6.362905292073270,865,1,116,614,15.217532467532500,1.1502403846153800,2,"[4.337586458073929, 1.9569639160763472]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",Search,cars,CCE-NoAbs,SmartLabel,TRUE,10.580149458022800,17.9596438750159,2084,2,116,612,15.217532467532500,1.1502403846153800,4,"[5.017910459078848, 4.541629832936451, 3.554206166882068, 4.518533374881372]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",Search,cars,CCE-NoAbs,SmartLabel,TRUE,22.46084745787080,8.08029712503776,304,1,116,612,15.217532467532500,1.1502403846153800,4,"[4.39996520918794, 2.0662030410021544, 1.1296757080126554, 0.41880041686818004]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",Edit,cars,CCE-NoAbs,SmartLabel,TRUE,240.23416945897000,13.108589957933900,472,1,116,612,15.217532467532500,1.1502403846153800,4,"[6.844284916063771, 5.212071500020102, 0.7951131251174957, 0.19639720884151757]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",Search,cars,CCE-NoAbs,SmartLabel,TRUE,25.34520920808430,0.12131312489509600,1,1,116,616,15.217532467532500,1.1502403846153800,0,[]
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",Search,cars,CCE-NoAbs,SmartLabel,TRUE,54.15895029203970,21.12898449995560,423,1,116,609,15.217532467532500,1.1502403846153800,7,"[3.602023124927655, 3.4472961251158267, 3.5297264161054045, 3.297430499922484, 3.461170749971643, 3.517656249925494, 0.1843327081296593]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",Search,cars,CCE-NoAbs,SmartLabel,TRUE,8.835086500039320,4.716520249843600,1799,1,116,615,15.217532467532500,1.1502403846153800,1,[4.671751416986808]
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",Edit,cars,CCE-NoAbs,SmartLabel,TRUE,4.956457249820230,17.63828199985440,1900,1,116,607,15.217532467532500,1.1502403846153800,9,"[4.8702432080172, 5.239820250077173, 3.64331466704607, 1.4223894579336047, 0.2912610420025885, 0.4786786250770092, 0.4911644170060754, 0.4789352498482913, 0.6347639160230756]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",Search,cars,CCE-NoAbs,SmartLabel,TRUE,93.91068079206160,11.866049790987700,1870,1,116,612,15.217532467532500,1.1502403846153800,4,"[4.354674375150353, 3.687041125027463, 2.3935274579562247, 1.354252333054319]"
"Union[IsObject(Cat), IsObject(Face)]",Edit,cats,CCE-NoAbs,SmartLabel,TRUE,0.6731367919128390,4.089627707842740,5174,1,510,1058,2.4373232799246000,1.2250816993464100,3,"[2.7283100420609117, 1.3004065840505064, 0.05518791684880853]"
"Union[IsObject(Cat), EyesOpen]",Search,cats,CCE-NoAbs,SmartLabel,TRUE,0.6669075000099840,7.281420374987650,5174,54,510,1057,2.4373232799246000,1.2250816993464100,4,"[2.62855749996379, 1.3182112919166684, 1.3205081669148058, 1.3266220421064645]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",Search,cats,CCE-NoAbs,SmartLabel,TRUE,0.6737934169359510,38.46597854187710,5174,1,510,1044,2.4373232799246000,1.2250816993464100,18,"[2.171520249918103, 1.6612600409425795, 1.5936212500091642, 1.728971750009805, 1.7165114998351783, 1.7963521250057966, 1.7948249171022326, 1.827697291970253, 1.8323035000357777, 2.0442720418795943, 1.6677651249337941, 2.174617834156379, 2.2091561248525977, 2.268938041990623, 2.3460825830698013, 2.450397916836664, 2.3467614999972284, 4.8217327918391675]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",Edit,cats,CCE-NoAbs,SmartLabel,TRUE,11.843717875191900,25.589524624869200,5294,1,510,1057,2.4373232799246000,1.2250816993464100,6,"[11.057967874919996, 4.328982417006046, 3.361220333026722, 2.9958647079765797, 3.174217542167753, 0.6577134169638157]"
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",Edit,festival,CCE-NoAbs,SmartLabel,TRUE,42.927074667066300,237.01596170803500,1040,29,338,1514,13.528524590163900,1.1565137130801700,11,"[14.810792665928602, 7.825397166889161, 8.046904624905437, 7.975124708143994, 7.6027447080705315, 7.5738049170468, 7.610641667153686, 7.106935790972784, 46.42430141684599, 57.80560366692953, 57.95377100002952]"
"Union[IsObject(Guitar), Map(IsObject(Guitar), IsObject(Face), GetAbove)]",Search,festival,CCE-NoAbs,SmartLabel,TRUE,3.036146125057710,10.653322082944200,55,2,338,1523,13.528524590163900,1.1565137130801700,2,"[9.97624812508002, 0.466643291991204]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Guitar), IsObject(Face), GetAbove))]",Edit,festival,CCE-NoAbs,SmartLabel,TRUE,3.1679219158832000,40.07132575009020,2146,1,338,1520,13.528524590163900,1.1565137130801700,5,"[8.296003417111933, 8.297365583945066, 9.52590833301656, 11.24746233294718, 2.548448125133291]"
"Map(Union[IsObject(Glasses), Smile, EyesOpen], IsObject(Person), GetBelow)",Edit,wedding,CCE,SmartLabelNoUB,TRUE,2.374829791020600,207.00399616593500,1133,1,336,1348,9.659511472982980,1.1332020997375300,5,"[88.05765133304521, 91.25621833396144, 16.464939665980637, 6.551743540912867, 4.470960250124335]"
"Union[Map(IsObject(Bride), IsObject(Face), GetRight), Map(IsObject(Bride), IsObject(Face), GetLeft)]",Edit,wedding,CCE,SmartLabelNoUB,TRUE,2.7081645000726000,24.862303291913100,14,1,336,1350,9.659511472982980,1.1332020997375300,1,[24.73894033394754]
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetAbove)]",Search,wedding,CCE,SmartLabelNoUB,TRUE,3.3138638329692200,5.1673386672046000,3,1,336,1350,9.659511472982980,1.1332020997375300,1,[5.085382375167683]
"Map(IsObject(Face), IsObject(Face), GetAbove)",Edit,wedding,CCE,SmartLabelNoUB,TRUE,2.9957228749990500,78.51560479099860,33,1,336,1349,9.659511472982980,1.1332020997375300,2,"[71.82075708289631, 6.592199292033911]"
"Intersection[Complement(Smile), Map(IsObject(Face), IsObject(Face), GetAbove)]",Edit,wedding,CCE,SmartLabelNoUB,TRUE,2.3203228330239700,3.7374258330091800,2,1,336,1350,9.659511472982980,1.1332020997375300,1,[3.5669870409183204]
"Intersection[Map(IsObject(Face), IsObject(Face), GetRight), Map(IsObject(Face), IsObject(Face), GetLeft)]",Edit,wedding,CCE,SmartLabelNoUB,TRUE,2.5673960000276600,54.743415792007,24,1,336,1350,9.659511472982980,1.1332020997375300,1,[54.48110966710374]
"Intersection[Smile, EyesOpen]",Search ,wedding,CCE,SmartLabelNoUB,TIMEOUT,2.8694390000309800,600.0099925829560,3295,7,336,1343,9.659511472982980,1.1332020997375300,8,"[88.51878062495962, 81.12926258286461, 84.53984674997628, 80.52283312496729, 87.77961420803331, 81.21469574980438, 36.59071799996309, 36.36684870789759]"
"Intersection[IsObject(Face), Complement(Intersection[Smile, EyesOpen])]",Edit,wedding,CCE,SmartLabelNoUB,TRUE,2.9231294579803900,201.51019824994700,541,1,336,1348,9.659511472982980,1.1332020997375300,3,"[90.95128254196607, 102.66401395807043, 7.732922208029777]"
"Intersection[Smile, EyesOpen, Complement(MouthOpen)]",Search,wedding,CCE,SmartLabelNoUB,TRUE,3.1896777080837600,104.1665832910220,233,3,336,1350,9.659511472982980,1.1332020997375300,1,[103.58082020794973]
"Union[Map(IsObject(Bride), IsObject(Face), GetAbove), Map(IsObject(Suit), IsObject(Face), GetAbove)]",Search,wedding,CCE,SmartLabelNoUB,TRUE,3.5936203750316100,165.57068812497900,2766,1,336,1347,9.659511472982980,1.1332020997375300,4,"[97.9918111669831, 58.16393787506968, 6.77944774995558, 2.5260244999080896]"
"Intersection[IsObject(Face), Complement(Smile)]",Edit,wedding,CCE,SmartLabelNoUB,TRUE,2.2123684999533000,61.621042291866600,37,5,336,1350,9.659511472982980,1.1332020997375300,1,[60.749273708090186]
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",Search,wedding,CCE,SmartLabelNoUB,TRUE,2.57648937497288,154.49802045803500,47,1,336,1343,9.659511472982980,1.1332020997375300,8,"[72.37679145904258, 65.59025845793076, 2.7827294999733567, 2.727485125185922, 2.712709166808054, 2.7622088328935206, 2.72508562495932, 2.686336207902059]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",Edit,wedding,CCE,SmartLabelNoUB,TRUE,4.498491374775770,0.1821013749577110,1,1,336,1351,9.659511472982980,1.1332020997375300,0,[]
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",Edit,wedding,CCE,SmartLabelNoUB,TRUE,3.484146042028440,253.73417670908400,4776,1,336,1347,9.659511472982980,1.1332020997375300,4,"[87.53648450016044, 82.64986562496051, 80.56054958305322, 2.802976790815592]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",Edit,wedding,CCE,SmartLabelNoUB,TRUE,3.280916624935340,125.55605900008200,254,5,336,1349,9.659511472982980,1.1332020997375300,2,"[113.31676250020973, 11.298472916008905]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",Edit,wedding,CCE,SmartLabelNoUB,FAIL,2.1211177080404000,164.39196004206300,187,4,336,1349,9.659511472982980,1.1332020997375300,3,"[78.77085074991919, 73.17605316615663, 12.444802041864023]"
"Union[IsObject(Car), IsObject(Bicycle)]",Search,cars,CCE,SmartLabelNoUB,TRUE,1.602206917013970,5.0993679580278700,5,1,116,615,15.217532467532500,1.1502403846153800,1,[5.068614291958511]
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",Search,cars,CCE,SmartLabelNoUB,TRUE,2.728397874860090,351.28943283413500,99,20,116,604,15.217532467532500,1.1502403846153800,12,"[63.68665754189715, 42.19075058400631, 32.89190441695973, 31.712331041926518, 26.39021037495695, 25.229662250028923, 25.03181454213336, 22.119970625033602, 20.54159712488763, 20.53795037511736, 19.618099625222385, 19.358924166997895]"
"Map(IsObject(Car), IsObject(Face), GetContains)",Edit,cars,CCE,SmartLabelNoUB,TRUE,2.551880332874130,280.20947041688500,2023,8,116,608,15.217532467532500,1.1502403846153800,8,"[69.03052662499249, 83.86517441691831, 49.85170445800759, 23.65621650009416, 16.758348084054887, 13.71573712490499, 12.630281165940687, 9.715429999865592]"
Complement(IsObject(Car)),Search,cars,CCE,SmartLabelNoUB,FAIL,10.405125374905800,61.02656029211360,1391,4,116,615,15.217532467532500,1.1502403846153800,1,[61.02582075004466]
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",Edit,cars,CCE,SmartLabelNoUB,TRUE,1.6877760419156400,4.817427957896140,5,1,116,615,15.217532467532500,1.1502403846153800,1,[4.775722082937136]
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",Edit,cars,CCE,SmartLabelNoUB,TRUE,3.192901625065130,85.32311137509530,865,1,116,614,15.217532467532500,1.1502403846153800,2,"[57.51846587494947, 27.73329812497832]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",Search,cars,CCE,SmartLabelNoUB,TRUE,2.798075499944390,248.31167520792200,2084,2,116,612,15.217532467532500,1.1502403846153800,4,"[67.48976470786147, 62.62302800011821, 59.592727333074436, 58.34661170793697]"
