GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round,Initial Examples
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",wedding,CCE-NoAbs,0.45,1.3624869783061275,25.965805145522033,SmartLabelNoUB,True,42.84208610653877,477.0184042863548,20748,1,7,"[89.81071573868394, 68.82255664467812, 72.40528329834342, 79.8180274181068, 83.49204458296299, 79.55039246752858, 2.9635962583124638]","[('wedding/our-wedding_7669386434_o Medium.jpeg', {'1995', '1996'}), ('wedding/our-wedding_7669009912_o Medium.jpeg', {'1255', '1254'}), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1180', '1183', '1182', '1184', '1185', '1181'}), ('wedding/our-wedding_7668991988_o Medium.jpeg', {'1209', '1210'}), ('wedding/our-wedding_7667858606_o Medium.jpeg', set()), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'112', '113', '111'}), ('wedding/our-wedding_7669390412_o Medium.jpeg', {'2002', '2001'}), ('wedding/our-wedding_7668095250_o Medium.jpeg', {'597', '596', '595'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'119'})]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",wedding,CCE-NoAbs,0.45,1.3605051368888605,25.90991225810815,SmartLabelNoUB,True,216.826417978853,99.40134601667523,53,1,3,"[91.8681046962738, 4.6218773648142815, 2.7684915885329247]","[('wedding/our-wedding_7667915946_o Medium.jpeg', {'198', '199'}), ('wedding/our-wedding_7668081866_o Medium.jpeg', {'516', '517', '518'}), ('wedding/our-wedding_7668587988_o Medium.jpeg', {'848', '850', '851'}), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'112', '113', '111'}), ('wedding/our-wedding_7667897636_o Medium.jpeg', {'149'})]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",wedding,CCE-NoAbs,0.45,1.3585980819401695,25.856128536257053,SmartLabelNoUB,True,39.798614762723446,85.24894144013524,53,1,2,"[72.32377446070313, 12.79088182747364]","[('wedding/our-wedding_7668083094_o Medium.jpeg', {'522', '528', '530'}), ('wedding/our-wedding_7669081966_o Medium.jpeg', {'1449', '1448'}), ('wedding/our-wedding_7669245932_o Medium.jpeg', set()), ('wedding/our-wedding_7669146078_o Medium.jpeg', {'1567', '1568', '1565'})]"
"Union[IsObject(Car), IsObject(Bicycle)]",cars,CCE-NoAbs,0.45,1.3604543725041864,26.070747351408873,SmartLabelNoUB,True,48.96859559416771,43.643051501363516,5783,1,2,"[39.820120345801115, 3.8017271533608437]","[('cars/014_2938008229_o.jpg', {'1', '2', '0'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1155', '1150', '1151'}), ('cars/7277639906_2f455d0a66_c.jpg', {'276', '275', '274'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'913', '917'})]"
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",cars,CCE-NoAbs,0.45,1.3622431615931483,26.27756184600972,SmartLabelNoUB,True,190.49263305962086,158.18180195242167,1101,1,6,"[38.4640967361629, 33.54713595658541, 30.638640008866787, 26.131012327969074, 26.449327643960714, 2.8910205103456974]","[('cars/n02958343_1902.JPEG', {'1034'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'281'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', set()), ('cars/classic-car-rally-2008_2938842248_o.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set()), ('cars/msa-classic-car-rally-2009_3942380148_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set())]"
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,CCE-NoAbs,0.45,1.3639680653575053,26.476990108660534,SmartLabelNoUB,True,227.025504168123,130.5281858369708,2028,1,5,"[44.45848082378507, 42.33675083890557, 40.607514318078756, 2.5021720193326473, 0.6020042486488819]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'665'}), ('cars/n02958343_1902.JPEG', {'1041', '1040'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', {'258'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'286', '285'})]"
Complement(IsObject(Car)),cars,CCE-NoAbs,0.45,1.365632446182761,26.66942088841132,SmartLabelNoUB,FAIL,189.38321451842785,42.72041101753712,4519,4,1,[42.72034942731261],"[('cars/n02958343_1902.JPEG', {'1041', '1037', '1038', '1035', '1040', '1036', '1039'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1153', '1152', '1150', '1151'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'905', '912', '920', '910', '906', '907', '916', '911', '919', '908', '913', '914', '918', '904'})]"
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",cars,CCE-NoAbs,0.45,1.3672394345657666,26.85521612403277,SmartLabelNoUB,True,5.164000954478979,2.8141234293580055,4,1,1,[2.7852730192244053],"[('cars/bike-with-convenient-wine-holder_5747868888_o.jpg', {'399', '398'}), ('cars/1972-porsche-spyder-718-rsk-replica_2937995287_o.jpg', {'91'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'68', '71', '72', '69', '70'})]"
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",cars,CCE-NoAbs,0.45,1.3687919487662976,27.034713216073833,SmartLabelNoUB,True,29.50582057610154,0.04369035363197327,1,1,0,[],"[('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'69', '71'}), ('cars/5421932595_68f7ab545d_c.jpg', {'253'})]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",cars,CCE-NoAbs,0.45,1.3702927124934774,27.208227071713523,SmartLabelNoUB,True,12.376772493124008,113.1807140558958,1335,3,4,"[42.606993675231934, 41.01462987437844, 27.19880559667945, 2.1652917489409447]","[('cars/leggy-biker_6262285232_o.jpg', {'898'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'72'}), ('cars/bob-at-the-tidal-basin_3006015262_o.jpg', {'624'}), ('cars/n02834778_1724.JPEG', {'1012', '1011'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set())]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",cars,CCE-NoAbs,0.45,1.3717442708525531,27.376051948479784,SmartLabelNoUB,True,231.4000258371234,40.69660794734955,72,1,3,"[34.3981124535203, 4.325876832008362, 1.9365928918123245]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'657'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'64'}), ('cars/msa-classic-car-rally-2009_3942380148_o.jpg', set()), ('cars/msa-classic-car-rally-2009_3942383096_o.jpg', {'978'}), ('cars/014_2938008229_o.jpg', {'0'})]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,CCE-NoAbs,0.45,1.3731490047484327,27.53846311954391,SmartLabelNoUB,True,23.356330402195454,225.58676763251424,1018,2,16,"[40.61947959288955, 37.61749500408769, 29.39780244231224, 20.887799866497517, 13.189123261719942, 10.710112199187279, 10.07553581893444, 9.012876991182566, 8.641034577041864, 8.460726290941238, 7.503211583942175, 6.732367377728224, 6.628953885287046, 5.369294334203005, 5.354352589696646, 5.353316601365805]","[('cars/friends_1458870589_o.jpg', {'797'}), ('cars/biker-in-blue_1458867877_o.jpg', {'400'}), ('cars/9127573526_1e2be02f74_c.jpg', {'313'}), ('cars/biking-along-the-potomac_3981716063_o.jpg', {'505'}), ('cars/biking-at-hains-point_3994789631_o.jpg', set()), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'338'}), ('cars/bikes_3938109841_o.jpg', {'468', '469'}), ('cars/biking-away_4672030207_o.jpg', set()), ('cars/bob-and-my-breezer-zig7-folding-bike_3005179513_o.jpg', set()), ('cars/colorful-bike_5834774314_o.jpg', set())]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",cars,CCE-NoAbs,0.45,1.374509143917459,27.695718380415517,SmartLabelNoUB,True,83.98797191306949,134.86814719066024,979,1,4,"[40.978115137666464, 35.34020386636257, 29.839486252516508, 28.65777076408267]","[('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1150', '1151'}), ('cars/foldy-bike-at-aqueduct_4730059859_o.jpg', {'765'}), ('cars/44929498572_0b602cb182_c.jpg', set()), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', set()), ('cars/foldy-bike_4078193508_o.jpg', {'774'}), ('cars/biking-at-hains-point_3994789631_o.jpg', {'508'})]"
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",cars,CCE-NoAbs,0.45,1.3758267787374538,27.8480594143849,SmartLabelNoUB,True,404.6661684475839,80.65504693984985,970,1,2,"[41.664077665656805, 38.93025680631399]","[('cars/biking-away_4672030207_o.jpg', {'525'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', {'335'}), ('cars/foldy-bike_4078193508_o.jpg', {'774'}), ('cars/bike-carousel-at-car-free-dc_3945578551_o.jpg', {'323', '324', '325'})]"
